Hugo_Symbol	Amp	Del	total	AlteredSamples
CPA1	0	34	34	34
CPA2	0	34	34	34
CPA4	0	34	34	34
CPA5	0	34	34	34
CPED1	0	34	34	34
CREB3L2	0	34	34	34
CRYGN	0	34	34	34
CTAGE4	0	34	34	34
CTAGE6	0	34	34	34
CTAGE8	0	34	34	34
CTTNBP2	0	34	34	34
CUL1	0	34	34	34
CUX1	0	34	34	34
DENND2A	0	34	34	34
DGKI	0	34	34	34
DLD	0	34	34	34
DNAJB6	0	34	34	34
DNAJB9	0	34	34	34
DNAJC2	0	34	34	34
DOCK4	0	34	34	34
DPP6	0	34	34	34
DPY19L2P2	0	34	34	34
DUS4L	0	34	34	34
EFCAB10	0	34	34	34
EN2	0	34	34	34
EPHA1	0	34	34	34
EPHB4	0	34	34	34
EPHB6	0	34	34	34
EPO	0	34	34	34
ESYT2	0	34	34	34
EXOC4	0	34	34	34
EZH2	0	34	34	34
FABP5P3	0	34	34	34
FAM115A	0	34	34	34
FAM115C	0	34	34	34
FAM131B	0	34	34	34
FAM180A	0	34	34	34
FAM185A	0	34	34	34
FAM3C	0	34	34	34
FAM71F1	0	34	34	34
FAM71F2	0	34	34	34
FASTK	0	34	34	34
FBXL13	0	34	34	34
FBXO24	0	34	34	34
FEZF1	0	34	34	34
FIS1	0	34	34	34
FLJ00325	0	34	34	34
FLNC	0	34	34	34
FOXP2	0	34	34	34
FSCN3	0	34	34	34
GAL3ST4	0	34	34	34
GALNT11	0	34	34	34
GALNTL5	0	34	34	34
GBX1	0	34	34	34
GCC1	0	34	34	34
GIGYF1	0	34	34	34
GIMAP1	0	34	34	34
GIMAP2	0	34	34	34
GIMAP4	0	34	34	34
GIMAP5	0	34	34	34
GIMAP6	0	34	34	34
GIMAP7	0	34	34	34
GIMAP8	0	34	34	34
GNB2	0	34	34	34
GPC2	0	34	34	34
GPR22	0	34	34	34
GPR37	0	34	34	34
GPR85	0	34	34	34
GRM8	0	34	34	34
GSTK1	0	34	34	34
HBP1	0	34	34	34
HILPDA	0	34	34	34
HIPK2	0	34	34	34
HTR5A	0	34	34	34
HYAL4	0	34	34	34
IFRD1	0	34	34	34
IMMP2L	0	34	34	34
IMPDH1	0	34	34	34
ING3	0	34	34	34
INSIG1	0	34	34	34
IQCA1P1	0	34	34	34
IQUB	0	34	34	34
IRF5	0	34	34	34
JHDM1D	0	34	34	34
KCND2	0	34	34	34
KCNH2	0	34	34	34
KCP	0	34	34	34
KEL	0	34	34	34
KIAA1147	0	34	34	34
KIAA1549	0	34	34	34
KLF14	0	34	34	34
KLHDC10	0	34	34	34
KLRG2	0	34	34	34
KMT2C	0	34	34	34
KMT2E	0	34	34	34
KRBA1	0	34	34	34
LAMB1	0	34	34	34
LAMB4	0	34	34	34
LAMTOR4	0	34	34	34
LEP	0	34	34	34
LHFPL3	0	34	34	34
LINC00689	0	34	34	34
LMBR1	0	34	34	34
LMOD2	0	34	34	34
LRCH4	0	34	34	34
LRGUK	0	34	34	34
LRRC17	0	34	34	34
LRRC4	0	34	34	34
LRRC61	0	34	34	34
LRRN3	0	34	34	34
LRWD1	0	34	34	34
LSMEM1	0	34	34	34
LUC7L2	0	34	34	34
LUZP6	0	34	34	34
MBLAC1	0	34	34	34
MCM7	0	34	34	34
MDFIC	0	34	34	34
MEPCE	0	34	34	34
MEST	0	34	34	34
METTL2B	0	34	34	34
MGAM	0	34	34	34
MIR106B	0	34	34	34
MIR182	0	34	34	34
MIR183	0	34	34	34
MIR25	0	34	34	34
MIR29A	0	34	34	34
MIR29B1	0	34	34	34
MIR335	0	34	34	34
MIR3666	0	34	34	34
MIR3907	0	34	34	34
MIR4285	0	34	34	34
MIR4467	0	34	34	34
MIR4468	0	34	34	34
MIR4653	0	34	34	34
MIR4658	0	34	34	34
MIR490	0	34	34	34
MIR5090	0	34	34	34
MIR548F4	0	34	34	34
MIR548O	0	34	34	34
MIR5707	0	34	34	34
MIR592	0	34	34	34
MIR593	0	34	34	34
MIR595	0	34	34	34
MIR671	0	34	34	34
MIR93	0	34	34	34
MIR96	0	34	34	34
MKLN1	0	34	34	34
MKRN1	0	34	34	34
MNX1	0	34	34	34
MOGAT3	0	34	34	34
MOSPD3	0	34	34	34
MOXD2P	0	34	34	34
MRPS33	0	34	34	34
MTPN	0	34	34	34
MTRNR2L6	0	34	34	34
MUC12	0	34	34	34
MUC17	0	34	34	34
MYL10	0	34	34	34
NAA38	0	34	34	34
NAMPT	0	34	34	34
NAPEPLD	0	34	34	34
NAT16	0	34	34	34
NCAPG2	0	34	34	34
NDUFA5	0	34	34	34
NDUFB2	0	34	34	34
NOBOX	0	34	34	34
NOM1	0	34	34	34
NOS3	0	34	34	34
NRCAM	0	34	34	34
NRF1	0	34	34	34
NUB1	0	34	34	34
NUP205	0	34	34	34
NYAP1	0	34	34	34
OPN1SW	0	34	34	34
OR2A1	0	34	34	34
OR2A12	0	34	34	34
OR2A14	0	34	34	34
OR2A2	0	34	34	34
OR2A20P	0	34	34	34
OR2A25	0	34	34	34
OR2A42	0	34	34	34
OR2A5	0	34	34	34
OR2A7	0	34	34	34
OR2A9P	0	34	34	34
OR2F1	0	34	34	34
OR2F2	0	34	34	34
OR6B1	0	34	34	34
OR6V1	0	34	34	34
OR6W1P	0	34	34	34
OR9A1P	0	34	34	34
OR9A2	0	34	34	34
OR9A3P	0	34	34	34
OR9A4	0	34	34	34
ORAI2	0	34	34	34
ORC5	0	34	34	34
PARP12	0	34	34	34
PAX4	0	34	34	34
PAXIP1	0	34	34	34
PCOLCE	0	34	34	34
PDIA4	0	34	34	34
PIK3CG	0	34	34	34
PILRA	0	34	34	34
PILRB	0	34	34	34
PIP	0	34	34	34
PLOD3	0	34	34	34
PLXNA4	0	34	34	34
PMPCB	0	34	34	34
PNPLA8	0	34	34	34
PODXL	0	34	34	34
POLR2J	0	34	34	34
POLR2J3	0	34	34	34
POP7	0	34	34	34
POT1	0	34	34	34
PPP1R35	0	34	34	34
PPP1R3A	0	34	34	34
PRKAG2	0	34	34	34
PRKAR2B	0	34	34	34
PRKRIP1	0	34	34	34
PRRT4	0	34	34	34
PRSS1	0	34	34	34
PRSS37	0	34	34	34
PRSS3P2	0	34	34	34
PRSS3P3	0	34	34	34
PRSS58	0	34	34	34
PSMC2	0	34	34	34
PTN	0	34	34	34
PTPRN2	0	34	34	34
PTPRZ1	0	34	34	34
PUS7	0	34	34	34
PVRIG	0	34	34	34
RAB19	0	34	34	34
RABL5	0	34	34	34
RARRES2	0	34	34	34
RASA4	0	34	34	34
RASA4B	0	34	34	34
RBM28	0	34	34	34
RBM33	0	34	34	34
RELN	0	34	34	34
REPIN1	0	34	34	34
RHEB	0	34	34	34
RINT1	0	34	34	34
RN7SKP174	0	34	34	34
RN7SKP187	0	34	34	34
RN7SKP198	0	34	34	34
RN7SKP223	0	34	34	34
RN7SKP277	0	34	34	34
RN7SKP280	0	34	34	34
RN7SKP54	0	34	34	34
RN7SKP86	0	34	34	34
RN7SL142P	0	34	34	34
RN7SL161P	0	34	34	34
RN7SL207P	0	34	34	34
RN7SL306P	0	34	34	34
RN7SL416P	0	34	34	34
RN7SL456P	0	34	34	34
RN7SL481P	0	34	34	34
RN7SL521P	0	34	34	34
RN7SL535P	0	34	34	34
RN7SL549P	0	34	34	34
RN7SL569P	0	34	34	34
RN7SL72P	0	34	34	34
RN7SL750P	0	34	34	34
RN7SL76P	0	34	34	34
RN7SL771P	0	34	34	34
RN7SL811P	0	34	34	34
RN7SL81P	0	34	34	34
RN7SL845P	0	34	34	34
RN7SL8P	0	34	34	34
RNA5SP236	0	34	34	34
RNA5SP237	0	34	34	34
RNA5SP238	0	34	34	34
RNA5SP240	0	34	34	34
RNA5SP241	0	34	34	34
RNA5SP242	0	34	34	34
RNA5SP243	0	34	34	34
RNA5SP244	0	34	34	34
RNA5SP245	0	34	34	34
RNA5SP246	0	34	34	34
RNA5SP247	0	34	34	34
RNA5SP248	0	34	34	34
RNA5SP249	0	34	34	34
RNA5SP250	0	34	34	34
RNF133	0	34	34	34
RNF148	0	34	34	34
RNF32	0	34	34	34
RNU6ATAC40P	0	34	34	34
RNY1	0	34	34	34
RNY3	0	34	34	34
RNY4	0	34	34	34
RNY5	0	34	34	34
SAP25	0	34	34	34
SERPINE1	0	34	34	34
SH2B2	0	34	34	34
SHH	0	34	34	34
SLC12A9	0	34	34	34
SLC13A1	0	34	34	34
SLC13A4	0	34	34	34
SLC26A3	0	34	34	34
SLC26A4	0	34	34	34
SLC26A5	0	34	34	34
SLC35B4	0	34	34	34
SLC37A3	0	34	34	34
SLC4A2	0	34	34	34
SMARCD3	0	34	34	34
SMKR1	0	34	34	34
SMO	0	34	34	34
SND1	0	34	34	34
SPAM1	0	34	34	34
SPDYE2	0	34	34	34
SPDYE2B	0	34	34	34
SPDYE3	0	34	34	34
SRPK2	0	34	34	34
SRRT	0	34	34	34
SSBP1	0	34	34	34
SSMEM1	0	34	34	34
SSPO	0	34	34	34
STAG3	0	34	34	34
STAG3L5P	0	34	34	34
STRA8	0	34	34	34
STRIP2	0	34	34	34
SVOPL	0	34	34	34
SYPL1	0	34	34	34
TAF6	0	34	34	34
TAS2R16	0	34	34	34
TAS2R3	0	34	34	34
TAS2R38	0	34	34	34
TAS2R39	0	34	34	34
TAS2R4	0	34	34	34
TAS2R40	0	34	34	34
TAS2R41	0	34	34	34
TAS2R5	0	34	34	34
TAS2R60	0	34	34	34
TBXAS1	0	34	34	34
TES	0	34	34	34
TFEC	0	34	34	34
TFR2	0	34	34	34
THAP5	0	34	34	34
TMEM139	0	34	34	34
TMEM140	0	34	34	34
TMEM168	0	34	34	34
TMEM176A	0	34	34	34
TMEM176B	0	34	34	34
TMEM178B	0	34	34	34
TMEM209	0	34	34	34
TMEM213	0	34	34	34
TMEM229A	0	34	34	34
TMUB1	0	34	34	34
TNPO3	0	34	34	34
TPK1	0	34	34	34
TRBC2	0	34	34	34
TRBV19	0	34	34	34
TRBV2	0	34	34	34
TRBV27	0	34	34	34
TRBV28	0	34	34	34
TRBV30	0	34	34	34
TRBV9	0	34	34	34
TRIM24	0	34	34	34
TRIM56	0	34	34	34
TRIP6	0	34	34	34
TRPV5	0	34	34	34
TRPV6	0	34	34	34
TSC22D4	0	34	34	34
TSGA13	0	34	34	34
TSPAN12	0	34	34	34
TSPAN33	0	34	34	34
TSRM	0	34	34	34
TTC26	0	34	34	34
UBE2H	0	34	34	34
UBE3C	0	34	34	34
UBN2	0	34	34	34
UFSP1	0	34	34	34
UPK3BL	0	34	34	34
VGF	0	34	34	34
VIPR2	0	34	34	34
WASL	0	34	34	34
WDR60	0	34	34	34
WDR86	0	34	34	34
WDR91	0	34	34	34
WEE2	0	34	34	34
WNT16	0	34	34	34
WNT2	0	34	34	34
XRCC2	0	34	34	34
ZAN	0	34	34	34
ZBED6CL	0	34	34	34
ZC3HAV1	0	34	34	34
ZC3HAV1L	0	34	34	34
ZC3HC1	0	34	34	34
ZCWPW1	0	34	34	34
ZKSCAN1	0	34	34	34
ZNF212	0	34	34	34
ZNF277	0	34	34	34
ZNF282	0	34	34	34
ZNF3	0	34	34	34
ZNF398	0	34	34	34
ZNF425	0	34	34	34
ZNF467	0	34	34	34
ZNF746	0	34	34	34
ZNF767	0	34	34	34
ZNF775	0	34	34	34
ZNF777	0	34	34	34
ZNF783	0	34	34	34
ZNF786	0	34	34	34
ZNF800	0	34	34	34
ZNF862	0	34	34	34
ZNHIT1	0	34	34	34
ZSCAN21	0	34	34	34
ZYX	0	34	34	34
snoZ185	0	34	34	34
FLRT3	0	29	29	29
MACROD2	0	29	29	29
RN7SL864P	0	29	29	29
RNA5SP475	0	29	29	29
